Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
64, fuzz_spec, ( ( y <= ( 10 - 10 ) && x < ( 10 * x ) ) || ( y < ( 10 * y ) && x <= ( 10 * 1 ) ) || ( x < ( 10 * x ) && y >= ( y * x ) ) ), Passed, Yes, "[Or(And(Not(y <= 0), x <= 10),
    And(y <= 0, Not(x <= 0)),
    And(Not(x <= 0), y >= x*y))]",  17,  73.04
65, fuzz_spec, ( y == ( 0 + 0 ) || x <= 1 || ( x == ( 1 + 0 ) && y <= ( x - 1 ) ) ), Failed, Yes, "[Or(y == 0, x <= 1, And(x == 1, y <= -1 + x))]",  10,  18.81
66, fuzz_spec, ( x < ( 100 - x ) || ( x == ( 1 - 100 ) && x < ( 100 - x ) ) || y < 100 ), Passed, Yes, "[Or(Not(x >= 50),
    Not(100 <= y),
    And(x == -99, Not(x >= 50)))]",  19,  125.49
67, fuzz_spec, ( ( y <= ( x * y ) || n < ( y - x ) ) ), Passed, Yes, "[Or(y <= x*y, Not(y + -1*x <= n))]",  14,  104.72
68, fuzz_spec, ( y < n || ( x < 1 && x == 1 ) || x < ( 1 + 1 ) ), Passed, Yes, "[Or(Not(2 <= x), Not(n <= y), And(Not(1 <= x), x == 1))]",  16,  81.85
69, fuzz_spec, ( ( n <= ( x * x ) || n <= ( 0 + n ) ) && ( y <= ( y * x ) || y > ( 1 * n ) ) && x >= 0 ), Passed, Yes, "[Or(y <= x*y, Not(y <= n)), x >= 0]",  18,  99.18
6, fuzz_spec, ( ( z == ( 1 + y ) && size <= ( x * 0 ) ) || z >= ( y + 0 ) || ( x <= ( z - z ) && z <= ( x + y ) ) ), Passed, Yes, "[Or(And(z == 1 + y, size <= 0),
    And(x <= 0, z <= x + y),
    z >= y)]",  17,  72.61
70, fuzz_spec, ( ( x <= ( 0 + 1 ) || y < ( 0 + n ) ) ), Passed, Yes, "[Or(x <= 1, Not(n <= y))]",  25,  312.29
71, fuzz_spec, ( ( c > ( 0 - 1 ) || z == ( c - z ) ) && ( y >= ( 127 + z ) || z >= ( 1 * 0 ) ) && c >= ( c - z ) ), Passed, Yes, "[Or(Not(c <= -1), 2*z == c), z >= 0]",  10,  27.83
73, fuzz_spec, ( y < ( z + 1 ) ), Passed, Yes, "[Not(z <= -1 + y)]",  9,  23.96
74, fuzz_spec, ( z > 36 ), Passed, Yes, "[Not(z <= 36)]",  8,  24.50
76, fuzz_spec, ( y < ( z + 1 ) ), Passed, Yes, "[Not(z <= -1 + y)]",  9,  23.83
77, fuzz_spec, ( i >= ( 0 + 0 ) && x > ( y - 1 ) ), Passed, Yes, "[i >= 0, Not(x <= -1 + y)]",  10,  28.24
78, fuzz_spec, ( x >= ( x - i ) ), Passed, Yes, "[i >= 0]",  13,  33.06
79, fuzz_spec, ( ( x >= y || i >= y ) ), Passed, Yes, "[Or(i >= y, x >= y)]",  16,  35.92
7, fuzz_spec, ( ( x >= ( 20 - x ) && y >= ( x - y ) ) || x < ( 20 + y ) || ( x == y && x >= ( x - x ) ) ), Passed, Yes, "[Or(Not(y <= -20 + x),
    And(x >= 10, 2*y >= x),
    And(x == y, x >= 0))]",  15,  37.44
80, fuzz_spec, ( y < ( y - 0 ) || ( i > ( y - 0 ) && y < 1 ) || y <= x ), Passed, Yes, "[Or(y <= x, And(Not(i <= y), Not(1 <= y)))]",  9,  28.26
81, fuzz_spec, ( i >= 0 ), Passed, Yes, "[i >= 0]",  9,  32.77
82, fuzz_spec, ( ( x < ( 1 + x ) && i >= 0 ) || ( y < ( x * 0 ) && x >= 0 ) ), Passed, Yes, "[Or(i >= 0, And(Not(0 <= y), x >= 0))]",  10,  27.27
83, fuzz_spec, ( y >= 1 || x < ( x * y ) || x == ( x - 1 ) ), Passed, Yes, "[Or(Not(x*y <= x), y >= 1)]",  23,  64.68
84, fuzz_spec, ( x <= -50 || y < ( y * 1 ) || y > x ), Passed, Yes, "None",  12,  78.44
85, fuzz_spec, ( ( x < y && x >= x ) || x > ( x + x ) || x < ( x * 0 ) ), Passed, Yes, "[Or(Not(0 <= x), Not(y <= x), Not(x >= 0))]",  12,  33.87
86, fuzz_spec, ( ( x >= ( x + 1 ) && x > x ) || x > ( x - y ) || y > ( x + y ) ), Passed, Yes, "[Or(Not(0 <= x), Not(y <= 0))]",  8,  24.32
87, fuzz_spec, ( ( x < ( 0 + y ) || lock == 1 ) && ( lock <= ( lock - 0 ) || lock <= ( 0 - x ) ) ), Passed, Yes, "[Or(Not(y <= x), lock == 1)]",  20,  79.72
88, fuzz_spec, ( lock == ( 1 - 0 ) || y > ( 1 * x ) ), Passed, Yes, "[Or(lock == 1, Not(y <= x))]",  15,  211.80
89, fuzz_spec, ( ( lock == 1 || x == ( y - 1 ) ) && ( x < ( lock * y ) || y <= ( y * 1 ) ) && ( y >= ( lock * y ) || lock >= ( x - y ) ) ), Passed, Yes, "[Or(lock == 1, x == -1 + y),
 Or(y >= lock*y, lock >= x + -1*y)]",  15,  288.97
8, fuzz_spec, ( y >= ( x - 10 ) && ( x <= y || x >= ( x - 0 ) ) && ( y > 20 || x <= ( y + x ) ) ), Passed, Yes, "[y >= -10 + x, Or(Not(y <= 20), 0 <= y)]",  22,  76.76
90, fuzz_spec, ( y > x || lock == ( 0 + 1 ) ), Passed, Yes, "[Or(Not(y <= x), lock == 1)]",  13,  115.89
91, fuzz_spec, ( x >= 0 && ( y > ( 0 * 0 ) || y >= 0 ) && ( y == 0 || x == x ) ), Passed, Yes, "[x >= 0, Or(Not(y <= 0), y >= 0)]",  3,  13.25
92, fuzz_spec, ( x >= 0 && ( y > ( 0 * 0 ) || y >= 0 ) && ( y == 0 || x == x ) ), Passed, Yes, "[x >= 0, Or(Not(y <= 0), y >= 0)]",  3,  13.19
95, fuzz_spec, ( x == x && j == ( i * y ) ), Passed, Yes, "[]",  16,  82.31
97, fuzz_spec, ( y >= ( 1 * 2 ) ), Passed, Yes, "[y >= 2]",  19,  65.71
98, fuzz_spec, ( y == ( 1 * 2 ) ), Passed, Yes, "[]",  19,  65.81
99, fuzz_spec, ( n == ( x + y ) ), Passed, Yes, "[]",  9,  27.77
9, fuzz_spec, ( y > ( x - 4 ) ), Passed, Yes, "[Not(y <= -4 + x)]",  20,  125.70
