Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
79, hybrid_pre_spec, ( ( y < 0 || i >= ( i - 2 ) ) && ( i >= i || x >= ( i + 2 ) ) && y <= x ), Passed, Yes, "[y <= x]",  9,  19.86
7, hybrid_pre_spec, ( x <= ( y + 10 ) ), Passed, Yes, "[x <= 10 + y]",  9,  41.61
80, hybrid_pre_spec, ( x >= ( 1 * y ) ), Passed, Yes, "[x >= y]",  16,  25.16
81, hybrid_pre_spec, ( x <= ( i + x ) ), Passed, Yes, "[0 <= i]",  14,  18.65
82, hybrid_pre_spec, ( ( y < 0 || i >= ( i - 2 ) ) && ( i >= i || x >= ( i + 2 ) ) && y <= x ), Passed, Yes, "[y <= x]",  8,  19.78
83, hybrid_pre_spec, ( x >= ( x * 1 ) && ( x < ( 1 + x ) || y >= 1 ) && ( x < y || x < ( x * y ) ) ), Passed, Yes, "[Or(Not(y <= x), Not(x*y <= x))]",  13,  20.05
84, hybrid_pre_spec, ( y > ( x * 1 ) || x < 0 ), Passed, Yes, "[Or(Not(y <= x), Not(0 <= x))]",  13,  25.14
85, hybrid_pre_spec, ( x >= ( x * 1 ) && ( x < ( 1 + x ) || y >= 1 ) && ( x < y || x < ( x * y ) ) ), Passed, Yes, "[Or(Not(y <= x), Not(x*y <= x))]",  13,  20.02
86, hybrid_pre_spec, ( y > ( x - y ) || x < 0 || ( x >= 1 && y > 0 ) ), Passed, Yes, "[Or(Not(0 <= x), And(x >= 1, Not(y <= 0)), Not(2*y <= x))]",  14,  22.39
87, hybrid_pre_spec, ( ( lock == 1 || y >= ( 1 + x ) ) ), Passed, Yes, "[Or(lock == 1, y >= 1 + x)]",  27,  354.03
88, hybrid_pre_spec, ( ( y > ( x + 1 ) && lock <= ( 1 - x ) ) || lock == ( 2 - lock ) || y > ( x + 0 ) ), Passed, Yes, "[Or(And(Not(y <= 1 + x), lock <= 1 + -1*x),
    Not(y <= x),
    lock == 1)]",  26,  329.08
89, hybrid_pre_spec, ( y == x && lock == 1 ), Passed, Yes, "[]",  13,  39.42
8, hybrid_pre_spec, ( x < ( 20 + y ) ), Passed, Yes, "[Not(y <= -20 + x)]",  19,  17.26
90, hybrid_pre_spec, ( ( lock == 1 || x < y ) && ( x <= y || x >= ( 2 + 1 ) ) ), Passed, Yes, "[Or(lock == 1, Not(y <= x)), Or(x <= y, x >= 3)]",  20,  71.80
91, hybrid_pre_spec, ( ( x == ( y * 2 ) && y == ( x + x ) ) ), Passed, Yes, "[]",  10,  20.72
92, hybrid_pre_spec, ( ( x == ( y * 2 ) && y == ( x + x ) ) ), Passed, Yes, "[]",  10,  20.95
95, hybrid_pre_spec, ( ( i >= ( j - j ) || i <= ( 2 * 2 ) ) && j == ( i * y ) ), Passed, Yes, "[Or(i <= 4, i >= 0)]",  24,  517.66
96, hybrid_pre_spec, ( j == ( y * i ) ), Passed, Yes, "[]",  32,  275.81
97, hybrid_pre_spec, ( ( y == ( 2 * 1 ) || j == ( j + 2 ) ) ), Passed, Yes, "[]",  11,  16.08
98, hybrid_pre_spec, ( y >= 2 ), Passed, Yes, "[y >= 2]",  13,  20.54
99, hybrid_pre_spec, ( n == ( y + x ) ), Passed, Yes, "[]",  26,  195.91
9, hybrid_pre_spec, ( x <= ( y + 2 ) || ( x >= ( 0 * x ) && y > ( x * 2 ) ) || ( x < ( y + y ) && x < ( 0 + y ) ) ), Passed, Yes, "[Or(x <= 2 + y,
    And(x >= 0, Not(y <= 2*x)),
    And(Not(2*y <= x), Not(y <= x)))]",  11,  18.47
