Benchmark Example, Type, Invariant, Z3 Check Pass, Code2Inv Converged, Simplified Expression, CE-s Count, Solve-Time
15, c_nl_spec, ( m == 0 || n > ( m - 0 ) || ( m < ( 1 - 0 ) && x <= n ) ), Passed, Yes, "[Or(m == 0, Not(n <= m), And(Not(1 <= m), x <= n))]",  12,  37.45
16, c_nl_spec, ( x >= m && ( m >= 0 || m == 0 ) ), Passed, Yes, "[x >= m, Or(m == 0, m >= 0)]",  15,  245.61
17, c_nl_spec, ( m < ( n * 1 ) || m <= 1 ), Passed, Yes, "[Or(Not(n <= m), m <= 1)]",  15,  10.62
18, c_nl_spec, ( ( m >= ( 1 * 1 ) && x >= ( 1 * m ) ) ), Passed, Yes, "[m >= 1, x >= m]",  16,  150.00
19, c_nl_spec, ( m == 0 || n > ( m - 0 ) || ( m < ( 1 - 0 ) && x <= n ) ), Passed, Yes, "[Or(m == 0, Not(n <= m), And(Not(1 <= m), x <= n))]",  12,  37.80
20, c_nl_spec, ( x >= m && ( m >= 0 || m == 0 ) ), Passed, Yes, "[x >= m, Or(m == 0, m >= 0)]",  15,  245.89
21, c_nl_spec, ( ( n > ( m * 1 ) || n <= ( 1 * 1 ) ) ), Passed, Yes, "[Or(Not(n <= m), n <= 1)]",  17,  33.89
22, c_nl_spec, ( ( x <= ( x * m ) || x == ( 1 * m ) ) && x > ( x - x ) ), Passed, Yes, "[Or(x <= m*x, x == m), Not(x <= 0)]",  17,  96.25
25, c_nl_spec, ( x >= ( x - x ) || x == 10000 ), Passed, Yes, "[Or(x == 10000, x >= 0)]",  18,  3.78
28, c_nl_spec, ( ( x <= ( x + 1 ) || x >= ( n + n ) ) && ( n == x || n >= ( n - x ) ) ), Passed, Yes, "[Or(n == x, x >= 0)]",  12,  25.32
29, c_nl_spec, ( ( x == ( n - 0 ) || x >= 0 ) ), Passed, Yes, "[Or(x == n, x >= 0)]",  11,  4.18
30, c_nl_spec, ( x >= ( x - x ) || x == 100 ), Passed, Yes, "[Or(x == 100, x >= 0)]",  18,  3.72
33, c_nl_spec, ( ( x <= ( x + 1 ) || x >= ( n + n ) ) && ( n == x || n >= ( n - x ) ) ), Passed, Yes, "[Or(n == x, x >= 0)]",  12,  24.61
34, c_nl_spec, ( ( x == ( n - 0 ) || x >= 0 ) ), Passed, Yes, "[Or(x == n, x >= 0)]",  11,  4.14
35, c_nl_spec, ( c >= ( c - c ) || c == 1 ), Passed, Yes, "[Or(c == 1, c >= 0)]",  18,  3.68
36, c_nl_spec, ( ( c < ( c * 0 ) || c <= 40 ) ), Passed, Yes, "[Or(Not(0 <= c), c <= 40)]",  33,  16.51
37, c_nl_spec, ( ( c < c && c == ( c - 40 ) ) || c <= ( c - c ) || c > 0 ), Passed, Yes, "[]",  7,  0.30
38, c_nl_spec, ( c >= ( n * 0 ) && n > ( 0 * c ) ), Passed, Yes, "[c >= 0, Not(n <= 0)]",  7,  3.15
39, c_nl_spec, ( n <= n || ( n >= ( n + 1 ) && c < ( c * 1 ) ) || c <= ( 1 + c ) ), Passed, Yes, "[]",  8,  0.26
3, c_nl_spec, ( ( y <= ( 0 + z ) && y <= ( 5 + z ) ) || x == ( 1 - 1 ) ), Passed, Yes, "[Or(And(y <= z, y <= 5 + z), x == 0)]",  25,  386.60
40, c_nl_spec, ( c >= ( n * 0 ) && n > ( 0 * c ) ), Passed, Yes, "[c >= 0, Not(n <= 0)]",  7,  3.06
41, c_nl_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  8,  3.16
42, c_nl_spec, ( ( c > ( 0 + 1 ) && c < 1 ) || ( c <= ( c + 1 ) && n >= ( c + 1 ) ) ), Passed, Yes, "[Or(And(Not(c <= 1), Not(1 <= c)), n >= 1 + c)]",  20,  3.27
43, c_nl_spec, ( n > ( n * c ) && ( c < ( 1 + c ) || n >= ( n + 0 ) ) ), Passed, Yes, "[Not(n <= c*n)]",  1,  0.08
44, c_nl_spec, ( n > ( n * c ) && ( c < ( 1 + c ) || n >= ( n + 0 ) ) ), Passed, Yes, "[Not(n <= c*n)]",  1,  0.08
45, c_nl_spec, ( c >= ( n * 0 ) && n > ( 0 * c ) ), Passed, Yes, "[c >= 0, Not(n <= 0)]",  7,  3.12
46, c_nl_spec, ( ( c <= n && n >= 1 ) ), Passed, Yes, "[c <= n, n >= 1]",  9,  13.67
47, c_nl_spec, ( n >= 1 ), Passed, Yes, "[n >= 1]",  8,  3.23
48, c_nl_spec, ( c > ( n * c ) || c <= ( c + n ) ), Passed, Yes, "[Or(Not(c <= c*n), 0 <= n)]",  3,  0.17
49, c_nl_spec, ( c > ( n * c ) || c <= ( c + n ) ), Passed, Yes, "[Or(Not(c <= c*n), 0 <= n)]",  3,  0.20
4, c_nl_spec, ( z >= ( 1 * y ) || ( z == ( z - x ) && x == ( x * 500 ) ) ), Passed, Yes, "[Or(z >= y, x == 0)]",  24,  187.87
50, c_nl_spec, ( c >= ( c - c ) || c == 1 ), Passed, Yes, "[Or(c == 1, c >= 0)]",  18,  3.72
51, c_nl_spec, ( ( c <= ( 4 + 0 ) || c < 1 ) ), Passed, Yes, "[Or(c <= 4, Not(1 <= c))]",  33,  18.31
52, c_nl_spec, ( ( c < c && c == ( c - 4 ) ) || c <= ( c - c ) || c > 0 ), Passed, Yes, "[]",  7,  0.31
53, c_nl_spec, ( c >= ( n * 0 ) && n > ( 0 * c ) ), Passed, Yes, "[c >= 0, Not(n <= 0)]",  7,  3.06
54, c_nl_spec, ( ( c >= 0 && c < ( 1 * n ) ) ), Passed, Yes, "[c >= 0, Not(n <= c)]",  8,  3.28
55, c_nl_spec, ( ( c > ( 0 + 1 ) && c < 1 ) || ( c <= ( c + 1 ) && n >= ( c + 1 ) ) ), Passed, Yes, "[Or(And(Not(c <= 1), Not(1 <= c)), n >= 1 + c)]",  20,  3.29
56, c_nl_spec, ( n > ( n * c ) && ( c < ( 1 + c ) || n >= ( n + 0 ) ) ), Passed, Yes, "[Not(n <= c*n)]",  1,  0.08
57, c_nl_spec, ( n > ( n * c ) && ( c < ( 1 + c ) || n >= ( n + 0 ) ) ), Passed, Yes, "[Not(n <= c*n)]",  1,  0.08
58, c_nl_spec, ( c >= ( n * 0 ) && n > ( 0 * c ) ), Passed, Yes, "[c >= 0, Not(n <= 0)]",  7,  3.19
59, c_nl_spec, ( ( c <= n && n >= 1 ) ), Passed, Yes, "[c <= n, n >= 1]",  9,  13.84
5, c_nl_spec, ( ( x >= x && z >= y ) || x <= ( z - z ) || ( size == ( 1 * y ) && size < ( size - size ) ) ), Passed, Yes, "[Or(And(size == y, Not(0 <= size)), x <= 0, z >= y)]",  15,  140.54
60, c_nl_spec, ( n >= 1 ), Passed, Yes, "[n >= 1]",  8,  3.33
63, c_nl_spec, ( ( x <= ( x + y ) || x < 10 ) ), Passed, Yes, "[Or(0 <= y, Not(10 <= x))]",  14,  14.40
64, c_nl_spec, ( ( x <= 1 || y < 10 ) ), Passed, Yes, "[Or(Not(10 <= y), x <= 1)]",  7,  11.34
65, c_nl_spec, ( ( x == 1 || y >= ( 0 - y ) ) ), Passed, Yes, "[Or(x == 1, y >= 0)]",  12,  62.26
66, c_nl_spec, ( y < 100 || ( y <= y && x < 100 ) ), Passed, Yes, "[Or(Not(100 <= y), Not(100 <= x))]",  15,  63.02
67, c_nl_spec, ( ( y <= ( x * y ) || n < ( y - x ) ) && y <= ( y * 1 ) ), Passed, Yes, "[Or(y <= x*y, Not(y + -1*x <= n))]",  13,  77.90
68, c_nl_spec, ( ( y < ( n + 0 ) || x <= 1 ) ), Passed, Yes, "[Or(Not(n <= y), x <= 1)]",  16,  138.86
69, c_nl_spec, ( ( y <= ( x * y ) || n < ( y - x ) ) && y <= ( y * 1 ) ), Passed, Yes, "[Or(y <= x*y, Not(y + -1*x <= n))]",  13,  78.63
6, c_nl_spec, ( ( x >= x && z >= y ) || x <= ( z - z ) || ( size == ( 1 * y ) && size < ( size - size ) ) ), Passed, Yes, "[Or(And(size == y, Not(0 <= size)), x <= 0, z >= y)]",  15,  143.08
70, c_nl_spec, ( ( x <= ( n * 1 ) || y >= ( x * y ) ) && n == ( n - 0 ) ), Passed, Yes, "[Or(x <= n, y >= x*y)]",  22,  286.73
71, c_nl_spec, ( ( y > ( 1 + 0 ) && y <= ( z * 1 ) ) ), Passed, Yes, "[Not(y <= 1), y <= z]",  16,  5.79
73, c_nl_spec, ( y < ( z + 1 ) ), Passed, Yes, "[Not(z <= -1 + y)]",  11,  2.94
74, c_nl_spec, ( ( y > ( 1 + 0 ) && y <= ( z * 1 ) ) ), Passed, Yes, "[Not(y <= 1), y <= z]",  16,  5.33
76, c_nl_spec, ( y < ( z + 1 ) ), Passed, Yes, "[Not(z <= -1 + y)]",  11,  2.95
77, c_nl_spec, ( y <= x ), Passed, Yes, "[y <= x]",  20,  13.88
78, c_nl_spec, ( i >= 0 ), Passed, Yes, "[i >= 0]",  21,  5.75
79, c_nl_spec, ( ( x >= y || i >= y ) ), Passed, Yes, "[Or(i >= y, x >= y)]",  24,  5.88
7, c_nl_spec, ( x <= ( y + 10 ) ), Passed, Yes, "[x <= 10 + y]",  9,  33.99
80, c_nl_spec, ( y <= x ), Passed, Yes, "[y <= x]",  20,  13.06
81, c_nl_spec, ( i >= 0 ), Passed, Yes, "[i >= 0]",  21,  5.80
82, c_nl_spec, ( ( x >= y || i >= y ) ), Passed, Yes, "[Or(i >= y, x >= y)]",  24,  5.92
83, c_nl_spec, ( x < 0 || y > x || ( x < ( y * y ) && x == ( 0 - 1 ) ) ), Passed, Yes, "[Or(Not(0 <= x), Not(y <= x), And(Not(y*y <= x), x == -1))]",  13,  32.47
84, c_nl_spec, ( x < 0 || y > x || ( x < ( y * y ) && x == ( 0 - 1 ) ) ), Passed, Yes, "[Or(Not(0 <= x), Not(y <= x), And(Not(y*y <= x), x == -1))]",  13,  31.53
85, c_nl_spec, ( x < 0 || y > x || ( x < ( y * y ) && x == ( 0 - 1 ) ) ), Passed, Yes, "[Or(Not(0 <= x), Not(y <= x), And(Not(y*y <= x), x == -1))]",  13,  31.61
86, c_nl_spec, ( x < 0 || y > x || ( x < ( y * y ) && x == ( 0 - 1 ) ) ), Passed, Yes, "[Or(Not(0 <= x), Not(y <= x), And(Not(y*y <= x), x == -1))]",  13,  31.45
87, c_nl_spec, ( ( lock == 1 && x == ( 0 + y ) ) ), Passed, Yes, "[]",  19,  30.10
89, c_nl_spec, ( ( lock == 1 && x == ( 0 + y ) ) ), Passed, Yes, "[]",  19,  29.74
8, c_nl_spec, ( x < ( 20 + y ) ), Passed, Yes, "[Not(y <= -20 + x)]",  19,  6.96
91, c_nl_spec, ( x >= 0 && ( y > ( 0 * 0 ) || y >= 0 ) && ( y == 0 || x == x ) ), Passed, Yes, "[x >= 0, Or(Not(y <= 0), y >= 0)]",  3,  0.24
92, c_nl_spec, ( x >= 0 && ( y > ( 0 * 0 ) || y >= 0 ) && ( y == 0 || x == x ) ), Passed, Yes, "[x >= 0, Or(Not(y <= 0), y >= 0)]",  3,  0.25
96, c_nl_spec, ( ( i >= ( 1 * 0 ) && j == ( i * y ) ) ), Passed, Yes, "[i >= 0]",  22,  320.05
97, c_nl_spec, ( ( y == ( i - x ) && j < j ) || ( j >= j && y == ( 0 * x ) ) || ( y <= ( y - 0 ) && y >= 2 ) ), Passed, Yes, "[Or(y >= 2, y == 0)]",  16,  15.98
98, c_nl_spec, ( y >= 2 || ( j == ( 0 - j ) && j < ( 0 - 1 ) ) ), Passed, Yes, "[Or(y >= 2, And(j == 0, Not(-1 <= j)))]",  9,  5.92
99, c_nl_spec, ( n == ( y + x ) ), Passed, Yes, "[]",  26,  75.79
9, c_nl_spec, ( x <= ( y + 2 ) || ( x >= ( 0 * x ) && y > ( x * 2 ) ) || ( x < ( y + y ) && x < ( 0 + y ) ) ), Passed, Yes, "[Or(x <= 2 + y,
    And(x >= 0, Not(y <= 2*x)),
    And(Not(2*y <= x), Not(y <= x)))]",  11,  8.41
